,text,
3238,"Omg, I love London. https://t.co/pXra7VZvLT",
3241,"London, Nigeria https://t.co/p7gEUiVBr8",
3245,Another #London day in #augusta Should be a productive day. #rain #cold https://t.co/9TRQW8i2ER https://t.co/Y2tZwP7Uyl,
3251,!!!!!! ❤️❤️❤️❤️❤️❤️❤️ https://t.co/TJzvUrSiww,
3257,Does anyone in London know where you'd get a rainbow cake from??,
3259,Wait! What? Is this not the cathedral in obalende area in Lagos? I hail o https://t.co/FiGBI81gcK,
3262,The temperature is 6C and currently/forecast fog in #London @ Wed 21:50:01GMT,y
3267,@SamBewley @BikeBreaks Even in London it is sunny and warm. #nofilter https://t.co/AEnDmxE89A,y
3270,"Winter mist
#london https://t.co/8uQXgJiK3U",y
3271,#2: Cold (Book One): Cold (Book One) Ella London (Author) (11) Buy new: $0.99 (Visit the Hot… https://t.co/JC5feLIVsl #Kindle #Short #Read,
3274,"Loved seeing this today...sunlight and blue sky. Australia's Impressionists: In focus | The National Gallery, London https://t.co/A3AXJ1PWvp",y
3275,#London #weather Partly Cloudy tomorrow! With a high of 53F and a low of 47F. https://t.co/357AXYJSZz,y
3286,The temperature is 6C and currently/forecast fog in #London @ Wed 22:05:02GMT,y
3300,Passing through the Thames flood barrier #London #URNU #RoyalNavy #P2000 https://t.co/qfiUWZ7x7a,
