text,type
RT @ryannminajj: ok i love the cold weather bc sweaters but i hate the cold weather bc i can't control my shivers,y
It's too cold out here to be waiting for train at Midway station #brrrrrrr,y
"According to my stiff nipples, it cold as fuck outside",y
RT @ninjasexparty: when it's cold outside there's nothing quite like curling up with a good book in front of a roaring lion,y
"fog -&gt; mist
temperature down 37°F -&gt; 35°F
wind 3mph -&gt; 7mph",y
A rainy morning will be followed by a mostly calm Wednesday afternoon  https://t.co/3CBspyTYVe,y
#Fog continues to reduce visibility just after 7 AM Wednesday. Allow some extra time and slow down on the roads!… https://t.co/GGrgidSMwD,y
"Mostly Cloudy and 20 F at Des Moines, Des Moines International Airport, IA https://t.co/pzispnAVO9",y
#fashion #shoes #running #newdeals #free #cybermonday JACKSHIBO Men Fur Lined Winter Snow… https://t.co/b0z1TY57OW https://t.co/0jD69HHdeY,n
I'm too cold to get up,n
"RT @metoffice: Cold air currently across parts of the US &amp; Canada is strengthening the #jetstream, turning things milder and more… ",n
@kylezandrew_ cold. parang....,n
It's cold,y
RT @Kim_Slaffa: Always rains hardest on those who deserve the most sunshine,n
"RT @StoneXNurseries: Shelter from the cold &amp; visit our lovely GrapeVine #Cafe
Enjoy lunch or just relax with a delicious hot drink ☕️ 🎄… ",n
RT @harpias: meu fogão tem 4 bocas e n fala tanta bosta quanto vc,n
"RT @Fox4Weather: As the Arctic Front heads in tonight, some light rain is possible. It may linger WELL SOUTH AM before ending.. https://t.c…",y
RT @FreddyAmazin: This cat got frozen into the ground but people came along with enough warm water to save her life 😭❤️ https://t.co/JBB5wr…,n
Pair Chrome Motorcycle Motorbike Front Passing Fog Light Universal 12V https://t.co/XW0P0VmGFQ https://t.co/yfAYMCFw00,n
RT @SEGA_OFFICIAL: 【応募用ツイート】ラブライブ!サンシャイン!!「オリジナルB1ポスター（2年生）」を抽選で３名にプレゼント！セガ公式twitterをフォローしてからこのツイートをリツイート　12/12まで！… ,n
"RT @WhatTheFFacts: Once when hiding in a farm, Colombian drug lord Pablo Escobar burned about $2 million cash in a bonfire to save his daug…",n
The two reporters who are inside for our morning newscast are the ones wearing snow boots (it's cold!) We'll... https://t.co/JthKdrLQ7e,n
RT @JuliaMelchor6: @akari_2aa @TerriSmithIrish @lisa_m_pettit @Lorna_Sophia @rosita7060 @auraa10 @BragaTaninha Always is nice to see… ,n
RT @__queenJh: I just wanna stay in my warm ass bed 😩,n
"RT @tintinpapa3: 🐟
鯉さんたちも冷たそうだったね...
.
These carp also seemed so cold...😨
.
#dogwalk #dogoftheday #fluffy… https://t.co/ZrIl6wlEfw",n
RT @Biebersmythos: Oh my god I love how he changed the way he sings cold water https://t.co/2EDy1Wnr9P,n
https://t.co/qAIKeYVOnN https://t.co/DhKOHMkqHm,n
1.86Ct DAZZLING TOP GRADE ! RAINBOW FLASHY 3D FLORAL HARLEQUIN PATTERN OPAL https://t.co/IYJO5Yn24n https://t.co/R2y4YRA7lD,n
"RT @porters: Being a parent is mostly muttering to yourself ""why is this wet?""",n
"""no need to blush. ur already cute like a unicorn wrapped in a rainbow"" was told this today",n
分かる人には分かるかな笑？テスト勉強してたらCold PlayのCD表紙の絵がでてきた笑 https://t.co/K6KBg0O5XA,n
Just remembered I can't go to the airport in shorts cause I have a layover in Russia... #sad #cold,n
"歌い手の僕の妻、Kagura Sunshineのライブ動画です。是非チェックして下さい！😁👍

【ライブ動画②】 Sun is Shining / Kagura Sunshine… https://t.co/1DvlfXKLF8",n
RT @andendall: Please explain to me how aa decent &amp; bright human being would vote for this guy or GOP ??https://t.co/FYcwEjifuf https://t.c…,n
• I hope everyone's Wednesday looks this bright and cheerful ! •⠀ https://t.co/IN8CHjEHJH,y
RT @ulttmino: i cant see hes to bright https://t.co/1zdWOmOKiu,n
RT @MyFourCats4: Tristan is staying warm today in our #handmade #CatChalet #crafturday #HandmadeHour 💜💜 #elevenseshour #UKBiz… ,n
"EISH, JÁ NEM ME LEMBRAVA DISTO ❤️ https://t.co/NcD8H5ThUq",n
RT @MJVentrice: This is a 6-10d average of 850mb temperature anomalies. It's been a couple years since we've seen cold anomalies li… ,n
"RT @OldCornerStore: #Personalized Glass #CuttingBoard - Bright Colors - RETRO 
#HouseWarming #Gift. #Mom 
https://t.co/plFeKRC0pq https://t…",n
#Photography Purple Haze by Rob The Photographer https://t.co/AUSqUkw9GF https://t.co/eeLgVc7jt7,n
Since the weather has gotten cold I have been constantly sick.. I need to go back to South Carolina..,n
#fashion #shoes #running #newdeals #free #cybermonday JACKSHIBO Men Fur Lined Winter Snow… https://t.co/xTLGCGpIxs https://t.co/GHKnYN9U6x,n
Misty drive over the Braga Bridge this morning between #Somerset and #FallRiver. @wpri12 https://t.co/MonFXZzMwO,y
"📹 | Conditions at 8:16 am: Cloudy, -4.4°C. #halifax @nswebcams @ns_tir #t https://t.co/e9IKPGRrhP",y
Clarity on Economic Reform roadmap helped India move faster; those referring to us as part of fragile five started calling us bright spot-FM,n
"Beautiful day full of winter sunshine!!!, I think I'll go for a drive ( which is good as it's my job ) 😎.",y
East Lansing is damn cold tf,n
RT @NukemDukemz: Giving away Rainbow Six Siege Year 2 pass on all platforms make sure to click on the link and retweet!… ,n
*ließt mit Schülern den Hobbit*,n
,n
,n
@coldxmint it's not cold hyung..,n
最近はWelcome to Tokyo とBRIGHTばかり聴いてる,n
For Mitsubishi Lancer 2008-2014 13 Grille Fog Light LED Lamp Angle/Devil Eyes CA https://t.co/7ClX1OMEHw https://t.co/y02bYTkHQL,n
RT @womanandhome: Us trying to keep warm this winter! https://t.co/qNPWUvG9X3,n
"RT @xanria_00018: False friends are magicians, they vanish in broad daylight if you need them..... #ALDUBInsecurities @jophie30 @asn585",n
#saglikbakanligiSMA the position of sex teen wet tee shirts nude,n
Love the cold for freezing my car shut and making me late !!!!!!,y
"RT @YourShores: ❄️ Baby it's cold outside! ❄️
Here's day 7 of our #12daysofxmas. RT &amp; follow to #win your choice of parka from… ",n
ジャニストさんの髪の毛wet感があったね(流星除く),n
"@schenxiao another comeback? that sounds great. yes. I saw your individual shots here and there also the Sunny Girls project? you're doing
+",n
"RT @DownatthePound: ""Cold Water"" (feat. Justin Bieber &amp; MØ) - by Aditi Iyer https://t.co/NeqSfCZxCK @AditiIyerMusic #rockndawg",n
"RT @OH_mes: Final SM Station song of 2016 titled ""Sound of Your Heart"", sung by SJ Yesung, SNSD Sunny, f(x) Luna, RV Wendy/Seulgi, NCT Taei…",n
"|@Freep EM Rhodes: More criminal charges possible in Detroit schools (Shy Scandal) - DPSCD ""future bright"" https://t.co/cStiqVqZxs #MichEd",n
Glow Pigment in Dark Graffiti DIY Acrylic Luminous Bright Paint Party W727 https://t.co/xVMhwSIbdq https://t.co/Tvk2vLpKm0,n
RT @BIackPplTweets: When y'all cold blooded…together https://t.co/kg2d0oe4nf,n
RT @TerriSmithIrish: Agreed WET😘🙋🏻🔥🔥💙💞💓@JuliaMelchor6 @akari_2aa @lisa_m_pettit @Lorna_Sophia @rosita7060 @auraa10 @BragaTaninha https://t.…,n
"RT @2bfitNE: 6am - its pitch black and cold outside, everyone wants to be tucked up in bed. Everyone but… https://t.co/XsUWjIItjU",n
"@PolderPaleo @paleoketogenic also interesting, overeating animal fat on a Zerocarb approach doesn't make you fat, just really, really warm 😊",n
"RT @YourShores: ❄️ Baby it's cold outside! ❄️
Here's day 7 of our #12daysofxmas. RT &amp; follow to #win your choice of parka from… ",n
Keep your face to the sunshine and you will not see the shadows #ALDUBInsecurities @jophie30 @asn585,n
"Today: Periods of light snow mixing with rain this afternoon, accumulation 1 cm, winds SW 20-40, high 1 to 3",n
"RT @YourShores: ❄️ Baby it's cold outside! ❄️
Here's day 7 of our #12daysofxmas. RT &amp; follow to #win your choice of parka from… ",n
"RT @crystalmoon64: Found and tried the Merry Christmas hat #김재중 wore; was pretty heavy and warm! 
Pls vote for #Jaejoong to win Golden… ",n
BBY 😭❤ https://t.co/gv6vUbpDRy,n
Hello worldwide beasties and happy WARM Tuesday 👍⬇😍😻🔥... no words 😂 just only for this... by #sam38738973,n
"RT @13EvanStewart: RT NWSWakefieldVA ""Turning cold and dry Thursday night into the weekend. #vawx #ncwx #mdwx #brrrr https://t.co/cTcna5w2h…",n
lovebirdflowers making spaces bright and beautiful as always!! #festive #roses #red #green #soho… https://t.co/QhDvGlOi7L,n
RT @sakari: Mistä lähtien #sipilä on ollut entinen #pääministeri :D https://t.co/wjxJSARi2n,n
Duh- jadi tambah mager.. https://t.co/Y3JqXIpa4F,n
"LARGE PHOTO OF OLD SUNSHINE HARVESTER IN ACTION, c1930 https://t.co/goGoBjv6pP https://t.co/sJm6DhlHig",n
RT @HWUnion: We're serving tasty Christmas dinners (turkey/nut roast) and warm &amp; hearty mulled wine in the Student Union. Pop in… ,n
"RT @porters: Being a parent is mostly muttering to yourself ""why is this wet?""",n
Update it's really fucking COLD,y
RT @FIirtationship: this version of cold water is so good. OMG he deserves a Grammy for this https://t.co/AzMI0Dk6iB,n
RT @xanria_00018: Most of the shadows of life are caused by standing in our own sunshine. #ALDUBInsecurities @jophie30 @asn585,n
#fashion #shoes #running #newdeals #free #cybermonday JACKSHIBO Men Fur Lined Winter Snow… https://t.co/wczKXKyjrp https://t.co/odUqXbqvgt,n
RT @cjcbeauty: when u wet ur beauty blender https://t.co/u4e5gbqcT1,n
RT @hairstyle_hacks: Are you up for the hidden rainbow hairstyle? 🌈💜💞 https://t.co/xk78Zh8lOy,n
RT @coIormymood: We live in a rainbow of chaos. https://t.co/hJvCqA3lVd,n
"mist.../THE ORAL CIGARETTES
#NowPlaying",n
"@FrankMcveety My ""chicken legs"" weren't built for the cold ! 😂😂😂",n
Pet Cat Dog Bed Puppy Soft Nest Warm Cave House Winter Sleeping Bag Mat Pad M  https://t.co/2jeDJKIfrQ https://t.co/vtclku2CuQ,n
"There is no help for any of us. --  ""Baby It's Cold Outside"" rewrite fixes song by emphasizing consent https://t.co/ZEFj1GF3Ot",n
"RT @WhatTheFFacts: Once when hiding in a farm, Colombian drug lord Pablo Escobar burned about $2 million cash in a bonfire to save his daug…",n
https://t.co/eDzCIhmYch,n
"current weather in Mostoles: light rain, 11°C
76% humidity, wind 1kmh, pressure 1030mb",n
RT @Crooks_NoCastle: No. https://t.co/PPlxOBEW2o,n
RT @kinky_teen_: Wet and horny https://t.co/hGKYP0RwHz,n
"SEVERE THUNDERSTORM WARNING - SOUTHEAST QUEENSLAND
for DAMAGING WINDS, HEAVY RAINFALL and LARGE HAILSTONES
For... https://t.co/acmiLoAVmT",n
"RT @bookofmormonldn: THIS place will make you...
👉 Fancy Mormon boys
👉 Wet with salvation
👉 Have one helluva' Hell-Dream
👉 Grin like a f… ",n
@annedohlenb the bright side I guess,n
Money Goals https://t.co/diMXrt5zvJ,n
RT @skamvines: sunshine https://t.co/x1xM9iifvW,n
so tired &amp; so cold,y
"Hahahaa .. Stay Di ruko

#girls #cute #summer #blur #sun #happy #fun #dog #hair #beach #hot… https://t.co/cv8bU0iaGs",n
RT @JzWWLady: My #sexywife #hotwife in #seethru when wet #wickedweasel #gstring #Panties #cameltoe #milf #cameltoetuesday https://t.co/WYHg…,n
RT @GREENBEASTS: THE FUTURE IS BRIGHT! 💚 https://t.co/CreOYecFaw,n
@rinachi_ryuji BRIGHT聞きたい！！すごく好きな曲♡,n
"RT @yoochangki: he is so bright and positive sjfhskdj an actual sunshine,, protect him at all costs https://t.co/Mnq2iPEPGC",n
"RT @soompi: 14 Sexy B-Sides To Keep You Warm This Winter
https://t.co/aH7yXJrKKP https://t.co/ocK2G2hVXz",n
We have ignored the impact of land management on flood risk for too long https://t.co/DtUcj2Cb4n https://t.co/Ud8Tm5StVu,n
Its 2 cold n foggy evening in peshawar loving it......,y
@camillexsuico Hi sir sunny HAHAHAHAHAHAHAHAHAHA,n
RT @kaaiikim: Remember the sweetest gesture jongin did by giving his flannel to soojung because she is cold 😍💏💑👫 https://t.co/ECNK4GvbVM,n
"Tonight: Mostly cloudy, low -2 or -3",y
"RT @WhatTheFFacts: Once when hiding in a farm, Colombian drug lord Pablo Escobar burned about $2 million cash in a bonfire to save his daug…",n
RT @BrittanyKSNT: We will have the lastet this morning on @KSNTNews - please stay warm! https://t.co/4QTDlkMSE3,n
@null Bright Hopes  /  早見沙織  - やさしい希望 #prprplaying,n
RT @bizzleharder: When u realize u won't be hearing let me love u or cold water live because Justin isn't coming to ur city for the s… ,n
@charmer1881 ok In Switzerland happy wedensday cold bye greetings Nico https://t.co/Hj314SF5cX,n
RT @etsyan04: 120x160cm Large Floral Morning fog Modern https://t.co/F5AO3fGs43 ◄ #kprs #atsocialmedia #uksopro #flockbn #atsopro #womaninb…,n
I've bought 1 Xmas present so far. The rest will be done tomorrow as someone had the bright idea to meet up before Xmas eve! #doh,n
RT @Chiefs: How should you stay warm Thursday night in the cold temps? We asked a doctor (who also happens to play RG) for his… ,n
BRIGHTもっと聞きたい,n
@AndrewM06612181 never too warm for boots lol x,n
RT @sassytbh: I WANT SUMMER I WANT TO WEAR SHORTS. NO SCHOOL. SWIMMING. SUNNY DAYS. BLASTING YOUR MUSIC. LESS PEOPLE. POPSICLES. UGH DONE W…,n
Who knew it'd be so bright without the blindfolds?,n
"RT @justinchicle: Cold water llego a los 500 millones de vistas en YouTube!!!
#MTVStarsJustinBieber https://t.co/6kILIkUOQl",n
RT @PlanetGreen: What is the blue hour? Learn about this magic time between daylight and darkness https://t.co/cZA8mikr7E https://t.co/XGNR…,n
"RT @Eurostar: Bonjour! Check out the Belgian Christmas markets, https://t.co/tM89J0FSpS. Nothing like a cup of hot wine to warm you up. We'…",n
#fashion #shoes #running #newdeals #free #cybermonday JACKSHIBO Men Fur Lined Winter Snow… https://t.co/qo72UpX4Ws https://t.co/VM99GJIw4j,n
RT @nico_gaia: @PolakPotrafi333 @She_Devil643 @chickllett s@MrMacarenaR @lazurit_plus @TealHeather @lbtedini @Fajalobi69 Swiss col… ,n
RT @StudioFlagrant: 🎥 Fraser Anderson made his way through 'The Wind and the Rain' for a sunny #folk session ➖► https://t.co/cEHFd8h4eg… ,n
How Design Thinking Turned One Hospital into a Bright and Comforting Place https://t.co/TFJ1vo0VrP,n
naked teen video sister brother #wet pussy playing https://t.co/omMnyib3xz,n
you're cold,n
RT @MJVentrice: This is a 6-10d average of 850mb temperature anomalies. It's been a couple years since we've seen cold anomalies li… ,n
foggy out this morning. https://t.co/hO5vQPWMi4,y
Lose a glove in this cold ..... #Hivers #Froid #Gant #Noël #Photo #Tom #Hanks @tomhanks ❄️ https://t.co/m5Tn2kXOnu,n
The Wombats - Jump Into The Fog #NowPlaying ♫,n
RT @ninjasexparty: when it's cold outside there's nothing quite like curling up with a good book in front of a roaring lion,y
Keep your face to the sunshine and you cannot see the shadow.,n
cold cold water😂😂,n
"あの頃　僕たちは
若さに背を向けて
歩いていただけさ

♪RAINY HARBOR LIGHT",n
Peanut Butter Kiss Cookies with Caramel Drizzle #Recipe https://t.co/YXCrdgk3Mw via @4theloveofmommy,n
"Inside Temp:  1, Tank  40lbs HEAT=OFF, LP: 221%Set= 0, BC  30%, BV 11.793 V Door: Open Flood: Off Err:28 Tic:630235417",n
It's so cold lol I can't even,n
"Levent Gültekin @acikcenk'in ""beğenilmeme"" sorunu üzerine aslında makale yazılır ama ben bir miktar flood yapacağım:)",n
adult condoms #wet fat pussy lips https://t.co/Ig6xcvZEOR,n
RT @poshonabudget: WOW! Holiday Fun With The Barbie® Rainbow Cove™ Princess Castle Playset! - https://t.co/YPGcpUiZqJ via… ,n
RT @LootTootGames: Great Deal On Dead By Daylight Steam Keys: https://t.co/B91ASg4F4y Retweet This Toot! #LootToot #ad https://t.co/zW5Go67…,n
RT @visualkiss: Not NoEul's post-Rainbow career being a cake maker RIP https://t.co/y303Bj5FPb,n
RT @europasx: Horny blonde Erica Fontes riding big cock  as her wet pussy on the beach. https://t.co/ND6ASYV77C,n
RT @hypnoticshit: I stepped outside my house thinking it was gonna look all rainy but god damn https://t.co/7dqfT3IO6N,n
RT @BTS_twt: Foreigners good morning good afternoon good night yall too~ I like the time when the sky is dark and blue.. like 5am!,n
I liked a @YouTube video from @bipolarbearpv https://t.co/FXOnfCTRoJ Rainbow Six Siege: Finding Your Play Style. 1080p/60FPS PS4Pro,n
mrs-hot-wet  van  29 is nu online op: https://t.co/kJZ7TliEHb,n
RT @mbwolfnecklace: @RealFreshRadio @RealFreshRadio @djpablo718 @djirockjesus @djopal @DjPuffDragon good morning and stay warm freshian… ,n
"RT @oshietee: 'Keith sees Lance dripping in sunlight with a soft song on the radio while painting'
art student lance (klance)… ",n
RT @CuteAnimaIPic: This cat got frozen into the ground but people came along with enough warm water to save her life 😭❤️ https://t.co/zQIne…,n
"RT @causticbob: I was so cold this morning that my jaw started to freeze. 

So I gritted my teeth.",y
"Tomorrow: Mostly cloudy with a few flurries, high -1 to +1",y
Warm up with our winter broth special. 🙌 #eastbourne #relisheastbourne #wholesomehealthyhappy #handmadebyhumans… https://t.co/zPguqarhex,n
"RT @mascotboy: 【お知らせ】この度、大阪は中崎町に衣料品と雑貨の店を友人の佐藤タカマサくんと2人で開店する運びとなりました。
名を【SUNSHINE MOONLIGHT】といいます。
12月11日(日)15時オープンです。

何卒宜しくお願い致し… ",n
#NHLfi https://t.co/f69YqNyCf2,n
"RT @THemingford: The UK has billionaires, millionaires, people who own several homes and cars. The UK also has people starving, cold, and h…",n
"RT @BTS_Trans: 161207 BTS’ Tweet

Everyone, please be careful not to catch a cold😊

Trans cr; T... https://t.co/5twPjYO0HN https://t.co/TE7…",n
RT @straysneedlove: Swollen paw no excuse 2kill sweet 1yr old boy allows petting handling needs time 2heal warm up exp home foster… ,n
